0.00, 3.90, 4.25
0.00, 3.90, -0.25
0.00, 4.35, 3.16
0.00, 3.90, 4.25
0.00, 3.18, -1.18
0.00, 3.90, -0.25
0.00, 4.35, 0.84
0.00, 3.90, -0.25
0.00, 3.90, 4.25
0.00, 3.18, 5.18
0.00, 3.90, -0.25
0.00, 4.35, 3.16
0.00, 3.18, -1.18
0.00, 3.18, 5.18
0.00, 3.90, 4.25
0.00, 4.35, 0.84
0.00, 3.90, -0.25
0.00, 3.90, 4.25
